 X,Z, RADIATION LOSS, INTEGRATED INTENSITY, TEMPERATURE, TEMPERATURE, U-VELOCITY, V-VELOCITY, W-VELOCITY
 m,m, kW/m3, kW/m2, C, C, m/s, m/s, m/s
-0.80000E+00, 0.17000E+01, 0.26878E+01, 0.26497E+02, 0.23564E+02, 0.23786E+02, 0.12381E+00, 0.14404E-01, 0.18776E+00
-0.75000E+00, 0.17000E+01, 0.28937E+01, 0.28412E+02, 0.24470E+02, 0.24710E+02, 0.12832E+00, 0.60821E-01, 0.25999E+00
-0.70000E+00, 0.17000E+01, 0.31349E+01, 0.30655E+02, 0.25440E+02, 0.25582E+02, 0.12911E+00, 0.81697E-01, 0.19587E+00
-0.65000E+00, 0.17000E+01, 0.34334E+01, 0.33413E+02, 0.26148E+02, 0.26453E+02, 0.15149E+00, 0.47752E-01, 0.29052E+00
-0.60000E+00, 0.17000E+01, 0.38232E+01, 0.36917E+02, 0.27027E+02, 0.27968E+02, 0.18056E+00, 0.90105E-02, 0.37454E+00
-0.55000E+00, 0.17000E+01, 0.44293E+01, 0.41350E+02, 0.29196E+02, 0.33577E+02, 0.10432E+00, 0.82737E-02, 0.51507E+00
-0.50000E+00, 0.17000E+01, 0.59861E+01, 0.46724E+02, 0.38551E+02, 0.55100E+02, 0.17697E+00,-0.13465E-01, 0.79651E+00
-0.45000E+00, 0.17000E+01, 0.97725E+01, 0.53415E+02, 0.70616E+02, 0.10987E+03,-0.77799E-01,-0.19865E-01, 0.10054E+01
-0.40000E+00, 0.17000E+01,-0.36092E+02, 0.66230E+02, 0.16233E+03, 0.30356E+03, 0.70799E+00, 0.32615E-01, 0.28982E+01
-0.35000E+00, 0.17000E+01,-0.27464E+03, 0.91991E+02, 0.49641E+03, 0.61074E+03, 0.94776E+00, 0.50574E-01, 0.49648E+01
-0.30000E+00, 0.17000E+01,-0.29099E+03, 0.10085E+03, 0.76382E+03, 0.70992E+03, 0.69791E+00, 0.28247E-01, 0.46946E+01
-0.25000E+00, 0.17000E+01,-0.13782E+03, 0.89861E+02, 0.64770E+03, 0.57672E+03, 0.40625E+00, 0.15174E-01, 0.33330E+01
-0.20000E+00, 0.17000E+01, 0.14818E+01, 0.74843E+02, 0.48224E+03, 0.43341E+03, 0.12922E+00, 0.12929E-01, 0.21694E+01
-0.15000E+00, 0.17000E+01, 0.41981E+02, 0.66237E+02, 0.35910E+03, 0.31029E+03,-0.87595E-01, 0.28166E-01, 0.14387E+01
-0.10000E+00, 0.17000E+01,-0.10009E+03, 0.60105E+02, 0.25738E+03, 0.19933E+03,-0.30176E-01, 0.16923E-01, 0.97483E+00
-0.50000E-01, 0.17000E+01, 0.12589E+02, 0.46300E+02, 0.15180E+03, 0.13648E+03,-0.17524E-01, 0.57260E-02, 0.75056E+00
 0.00000E+00, 0.17000E+01, 0.64802E+01, 0.42701E+02, 0.12285E+03, 0.12252E+03, 0.76574E-02, 0.23607E-02, 0.74586E+00
 0.50000E-01, 0.17000E+01, 0.60357E+01, 0.42561E+02, 0.11968E+03, 0.12899E+03, 0.14677E-01,-0.14426E-01, 0.75187E+00
 0.10000E+00, 0.17000E+01, 0.89194E+01, 0.46036E+02, 0.13213E+03, 0.17050E+03, 0.47321E-01,-0.94160E-02, 0.78809E+00
 0.15000E+00, 0.17000E+01,-0.32739E+02, 0.58439E+02, 0.18655E+03, 0.32526E+03, 0.71863E-01,-0.80072E-02, 0.14049E+01
 0.20000E+00, 0.17000E+01,-0.38450E+03, 0.87269E+02, 0.41773E+03, 0.46267E+03,-0.13577E+00,-0.25096E-01, 0.23133E+01
 0.25000E+00, 0.17000E+01, 0.11162E+02, 0.75073E+02, 0.46766E+03, 0.52823E+03,-0.37661E+00,-0.12851E-01, 0.31816E+01
 0.30000E+00, 0.17000E+01,-0.57281E+02, 0.81465E+02, 0.56777E+03, 0.59519E+03,-0.60639E+00, 0.31947E-02, 0.41576E+01
 0.35000E+00, 0.17000E+01,-0.97935E+02, 0.92638E+02, 0.62909E+03, 0.44929E+03,-0.66573E+00,-0.11986E-01, 0.39814E+01
 0.40000E+00, 0.17000E+01,-0.26573E+03, 0.87496E+02, 0.32517E+03, 0.18899E+03,-0.37780E+00,-0.16937E+00, 0.16784E+01
 0.45000E+00, 0.17000E+01,-0.32736E+02, 0.61041E+02, 0.10135E+03, 0.73395E+02,-0.26343E+00,-0.16566E+00, 0.46676E+00
 0.50000E+00, 0.17000E+01, 0.83761E+01, 0.48957E+02, 0.55875E+02, 0.43509E+02,-0.26484E+00,-0.50074E-01, 0.68786E+00
 0.55000E+00, 0.17000E+01, 0.49320E+01, 0.42360E+02, 0.32723E+02, 0.30141E+02,-0.17264E+00,-0.49079E-01, 0.44865E+00
 0.60000E+00, 0.17000E+01, 0.38774E+01, 0.37182E+02, 0.27582E+02, 0.26903E+02,-0.17584E+00,-0.14719E-01, 0.42048E+00
 0.65000E+00, 0.17000E+01, 0.33926E+01, 0.33040E+02, 0.26505E+02, 0.25681E+02,-0.14273E+00,-0.10453E-01, 0.31159E+00
 0.70000E+00, 0.17000E+01, 0.30350E+01, 0.29742E+02, 0.25708E+02, 0.24689E+02,-0.12874E+00,-0.86678E-02, 0.22501E+00
 0.75000E+00, 0.17000E+01, 0.27507E+01, 0.27104E+02, 0.24765E+02, 0.23701E+02,-0.13707E+00,-0.30850E-01, 0.16896E+00
 0.80000E+00, 0.17000E+01, 0.25195E+01, 0.24950E+02, 0.23644E+02, 0.22927E+02,-0.13242E+00,-0.56179E-01, 0.14247E+00
 0.85000E+00, 0.17000E+01, 0.23248E+01, 0.23141E+02, 0.22933E+02, 0.22268E+02,-0.12155E+00,-0.39804E-01, 0.12741E+00
 0.90000E+00, 0.17000E+01, 0.21574E+01, 0.21578E+02, 0.22039E+02, 0.21583E+02,-0.10808E+00,-0.34956E-01, 0.83094E-01
 0.95000E+00, 0.17000E+01, 0.20090E+01, 0.20199E+02, 0.21438E+02, 0.20878E+02,-0.10373E+00,-0.33092E-01, 0.33302E-01
 0.10000E+01, 0.17000E+01, 0.18763E+01, 0.18960E+02, 0.20668E+02, 0.20480E+02,-0.96856E-01,-0.16840E-01,-0.25999E-01
-0.10000E+01, 0.17500E+01, 0.00000E+00, 0.16751E+01, 0.20372E+02, 0.20653E+02, 0.70926E-01,-0.35782E-01,-0.74280E-01
-0.95000E+00, 0.17500E+01, 0.21194E+01, 0.21206E+02, 0.21060E+02, 0.21030E+02, 0.89499E-01,-0.39358E-01,-0.46719E-01
-0.90000E+00, 0.17500E+01, 0.22613E+01, 0.22526E+02, 0.21638E+02, 0.21857E+02, 0.10169E+00,-0.47199E-01, 0.20926E-01
-0.85000E+00, 0.17500E+01, 0.24137E+01, 0.23949E+02, 0.22526E+02, 0.22779E+02, 0.14086E+00,-0.34450E-01, 0.10590E+00
-0.80000E+00, 0.17500E+01, 0.25809E+01, 0.25511E+02, 0.23488E+02, 0.23677E+02, 0.14676E+00,-0.86716E-02, 0.15598E+00
-0.75000E+00, 0.17500E+01, 0.27713E+01, 0.27284E+02, 0.24367E+02, 0.24529E+02, 0.14387E+00, 0.40970E-01, 0.24560E+00
-0.70000E+00, 0.17500E+01, 0.29987E+01, 0.29397E+02, 0.25247E+02, 0.25274E+02, 0.15284E+00, 0.64937E-01, 0.20874E+00
-0.65000E+00, 0.17500E+01, 0.32847E+01, 0.32038E+02, 0.25832E+02, 0.26183E+02, 0.14021E+00, 0.38998E-01, 0.29280E+00
-0.60000E+00, 0.17500E+01, 0.36575E+01, 0.35414E+02, 0.26868E+02, 0.27724E+02, 0.16503E+00, 0.46129E-01, 0.39474E+00
-0.55000E+00, 0.17500E+01, 0.42182E+01, 0.39644E+02, 0.28890E+02, 0.33216E+02, 0.11024E+00, 0.27681E-01, 0.54895E+00
-0.50000E+00, 0.17500E+01, 0.56459E+01, 0.44655E+02, 0.38085E+02, 0.55312E+02, 0.20201E+00, 0.31051E-02, 0.91832E+00
-0.45000E+00, 0.17500E+01, 0.96861E+01, 0.50669E+02, 0.74698E+02, 0.99794E+02, 0.35876E-01, 0.35779E-01, 0.60495E+00
-0.40000E+00, 0.17500E+01,-0.32946E+02, 0.61890E+02, 0.13646E+03, 0.25209E+03, 0.60156E+00, 0.74043E-01, 0.22384E+01
-0.35000E+00, 0.17500E+01,-0.18319E+03, 0.82922E+02, 0.40782E+03, 0.55858E+03, 0.93394E+00, 0.69704E-01, 0.49206E+01
-0.30000E+00, 0.17500E+01,-0.26611E+03, 0.97049E+02, 0.75100E+03, 0.70370E+03, 0.77467E+00, 0.44043E-01, 0.49830E+01
-0.25000E+00, 0.17500E+01,-0.15572E+03, 0.89481E+02, 0.66079E+03, 0.59124E+03, 0.49168E+00, 0.20226E-01, 0.36741E+01
-0.20000E+00, 0.17500E+01,-0.10823E+02, 0.76299E+02, 0.50220E+03, 0.44737E+03, 0.22432E+00,-0.46703E-02, 0.24580E+01
-0.15000E+00, 0.17500E+01, 0.42202E+02, 0.67852E+02, 0.36693E+03, 0.31526E+03, 0.64759E-03, 0.12865E-02, 0.15710E+01
-0.10000E+00, 0.17500E+01,-0.14112E+03, 0.67742E+02, 0.25737E+03, 0.19984E+03,-0.56844E-01, 0.14607E-01, 0.95581E+00
-0.50000E-01, 0.17500E+01, 0.90219E+01, 0.50486E+02, 0.15284E+03, 0.13666E+03,-0.17284E-01, 0.18014E-02, 0.75927E+00
 0.00000E+00, 0.17500E+01, 0.69810E+01, 0.45799E+02, 0.12279E+03, 0.12302E+03, 0.21596E-02,-0.11133E-01, 0.73633E+00
 0.50000E-01, 0.17500E+01, 0.65614E+01, 0.45557E+02, 0.12001E+03, 0.13033E+03, 0.38393E-01,-0.10835E-01, 0.74118E+00
 0.10000E+00, 0.17500E+01, 0.10298E+02, 0.50102E+02, 0.13395E+03, 0.17909E+03, 0.75474E-01,-0.50670E-02, 0.83107E+00
 0.15000E+00, 0.17500E+01,-0.56823E+02, 0.65721E+02, 0.19415E+03, 0.34118E+03,-0.35242E-01,-0.17124E-01, 0.15757E+01
 0.20000E+00, 0.17500E+01,-0.41817E+03, 0.91677E+02, 0.43448E+03, 0.47701E+03,-0.23879E+00,-0.37546E-01, 0.26315E+01
 0.25000E+00, 0.17500E+01, 0.78192E+01, 0.77443E+02, 0.47902E+03, 0.53802E+03,-0.45039E+00,-0.19863E-01, 0.35069E+01
 0.30000E+00, 0.17500E+01,-0.62324E+02, 0.83435E+02, 0.57681E+03, 0.58565E+03,-0.66402E+00,-0.47659E-02, 0.43726E+01
 0.35000E+00, 0.17500E+01,-0.28919E+03, 0.99331E+02, 0.60333E+03, 0.41680E+03,-0.61247E+00,-0.20155E-01, 0.38916E+01
 0.40000E+00, 0.17500E+01,-0.19105E+03, 0.81585E+02, 0.28372E+03, 0.16514E+03,-0.31082E+00,-0.13103E+00, 0.15429E+01
 0.45000E+00, 0.17500E+01,-0.24241E+02, 0.58600E+02, 0.88457E+02, 0.65838E+02,-0.38009E+00,-0.11001E+00, 0.51634E+00
 0.50000E+00, 0.17500E+01, 0.74119E+01, 0.47646E+02, 0.48826E+02, 0.40757E+02,-0.31144E+00,-0.17799E-01, 0.73517E+00
 0.55000E+00, 0.17500E+01, 0.47148E+01, 0.41303E+02, 0.31460E+02, 0.31025E+02,-0.19380E+00,-0.12558E-01, 0.44296E+00
 0.60000E+00, 0.17500E+01, 0.38174E+01, 0.36267E+02, 0.27694E+02, 0.27568E+02,-0.20999E+00,-0.27138E-02, 0.37746E+00
 0.65000E+00, 0.17500E+01, 0.33090E+01, 0.32218E+02, 0.26136E+02, 0.25308E+02,-0.14587E+00,-0.24408E-01, 0.27461E+00
 0.70000E+00, 0.17500E+01, 0.29547E+01, 0.28989E+02, 0.25261E+02, 0.24279E+02,-0.15563E+00,-0.30972E-01, 0.22942E+00
 0.75000E+00, 0.17500E+01, 0.26767E+01, 0.26413E+02, 0.24348E+02, 0.23375E+02,-0.14819E+00,-0.28155E-01, 0.17967E+00
 0.80000E+00, 0.17500E+01, 0.24525E+01, 0.24324E+02, 0.23260E+02, 0.22656E+02,-0.16298E+00,-0.24006E-01, 0.13009E+00
 0.85000E+00, 0.17500E+01, 0.22649E+01, 0.22583E+02, 0.22687E+02, 0.22066E+02,-0.12258E+00,-0.40854E-03, 0.97008E-01
 0.90000E+00, 0.17500E+01, 0.21046E+01, 0.21090E+02, 0.21896E+02, 0.21436E+02,-0.12342E+00, 0.12995E-01, 0.71223E-01
 0.95000E+00, 0.17500E+01, 0.19629E+01, 0.19773E+02, 0.21353E+02, 0.20759E+02,-0.11238E+00, 0.17901E-01, 0.34239E-01
 0.10000E+01, 0.17500E+01, 0.18365E+01, 0.18588E+02, 0.20441E+02, 0.20383E+02,-0.12808E+00, 0.41266E-01,-0.35638E-01
-0.10000E+01, 0.18000E+01, 0.00000E+00, 0.16751E+01, 0.20000E+02, 0.20355E+02, 0.11936E+00, 0.33173E-01, 0.42159E-01
-0.95000E+00, 0.18000E+01, 0.20529E+01, 0.20580E+02, 0.20451E+02, 0.20716E+02, 0.12854E+00, 0.99619E-02, 0.23704E-01
-0.90000E+00, 0.18000E+01, 0.21834E+01, 0.21797E+02, 0.21154E+02, 0.21573E+02, 0.97680E-01,-0.32358E-01, 0.37702E-01
-0.85000E+00, 0.18000E+01, 0.23223E+01, 0.23103E+02, 0.22314E+02, 0.22556E+02, 0.13389E+00,-0.32450E-01, 0.12145E+00
-0.80000E+00, 0.18000E+01, 0.24760E+01, 0.24543E+02, 0.23405E+02, 0.23526E+02, 0.14916E+00,-0.27767E-01, 0.15941E+00
-0.75000E+00, 0.18000E+01, 0.26537E+01, 0.26202E+02, 0.24373E+02, 0.24399E+02, 0.14871E+00, 0.17359E-02, 0.23985E+00
-0.70000E+00, 0.18000E+01, 0.28708E+01, 0.28217E+02, 0.25132E+02, 0.25139E+02, 0.16155E+00, 0.23087E-01, 0.23256E+00
-0.65000E+00, 0.18000E+01, 0.31471E+01, 0.30772E+02, 0.25758E+02, 0.26035E+02, 0.13158E+00, 0.19710E-01, 0.30894E+00
-0.60000E+00, 0.18000E+01, 0.35066E+01, 0.34043E+02, 0.26702E+02, 0.27438E+02, 0.15457E+00, 0.59601E-01, 0.41505E+00
-0.55000E+00, 0.18000E+01, 0.40236E+01, 0.38090E+02, 0.28489E+02, 0.32233E+02, 0.11962E+00, 0.25900E-01, 0.52123E+00
-0.50000E+00, 0.18000E+01, 0.52882E+01, 0.42779E+02, 0.36943E+02, 0.51821E+02, 0.29428E+00, 0.79774E-02, 0.91729E+00
-0.45000E+00, 0.18000E+01, 0.88233E+01, 0.48224E+02, 0.70476E+02, 0.88512E+02, 0.31839E+00, 0.47350E-01, 0.54898E+00
-0.40000E+00, 0.18000E+01,-0.24709E+02, 0.57866E+02, 0.11802E+03, 0.21226E+03, 0.42355E+00, 0.77342E-01, 0.19207E+01
-0.35000E+00, 0.18000E+01,-0.10563E+03, 0.75123E+02, 0.34118E+03, 0.50807E+03, 0.84514E+00, 0.81053E-01, 0.47666E+01
-0.30000E+00, 0.18000E+01,-0.20697E+03, 0.92978E+02, 0.71700E+03, 0.68740E+03, 0.82316E+00, 0.47968E-01, 0.52231E+01
-0.25000E+00, 0.18000E+01,-0.16630E+03, 0.89033E+02, 0.66819E+03, 0.60450E+03, 0.54845E+00, 0.23025E-01, 0.40569E+01
-0.20000E+00, 0.18000E+01,-0.23139E+02, 0.77961E+02, 0.52108E+03, 0.46383E+03, 0.29884E+00,-0.17621E-02, 0.28013E+01
-0.15000E+00, 0.18000E+01, 0.43816E+02, 0.70803E+02, 0.37513E+03, 0.32642E+03, 0.76928E-01,-0.11887E-01, 0.17928E+01
-0.10000E+00, 0.18000E+01,-0.16658E+03, 0.81783E+02, 0.25656E+03, 0.20687E+03,-0.26809E-01,-0.27123E-01, 0.96961E+00
-0.50000E-01, 0.18000E+01,-0.20580E+01, 0.56228E+02, 0.15023E+03, 0.13946E+03,-0.20305E-01,-0.32463E-01, 0.62253E+00
 0.00000E+00, 0.18000E+01, 0.77758E+01, 0.50110E+02, 0.12366E+03, 0.12463E+03, 0.70281E-02,-0.20717E-01, 0.64857E+00
 0.50000E-01, 0.18000E+01, 0.73430E+01, 0.49777E+02, 0.12110E+03, 0.13354E+03, 0.48404E-01,-0.77287E-02, 0.69460E+00
 0.10000E+00, 0.18000E+01, 0.12079E+02, 0.55693E+02, 0.13681E+03, 0.19351E+03, 0.60334E-01, 0.65818E-02, 0.93947E+00
 0.15000E+00, 0.18000E+01,-0.74187E+02, 0.79523E+02, 0.21979E+03, 0.35948E+03,-0.13357E+00,-0.18201E-01, 0.18786E+01
 0.20000E+00, 0.18000E+01,-0.47858E+03, 0.96402E+02, 0.46722E+03, 0.48968E+03,-0.32331E+00,-0.45411E-01, 0.29369E+01
 0.25000E+00, 0.18000E+01, 0.34794E+01, 0.80259E+02, 0.49234E+03, 0.54848E+03,-0.50524E+00,-0.24002E-01, 0.37835E+01
 0.30000E+00, 0.18000E+01,-0.65350E+02, 0.86603E+02, 0.58591E+03, 0.57838E+03,-0.70183E+00,-0.11068E-01, 0.45394E+01
 0.35000E+00, 0.18000E+01,-0.48629E+03, 0.11363E+03, 0.58059E+03, 0.39061E+03,-0.54628E+00,-0.35680E-01, 0.37876E+01
 0.40000E+00, 0.18000E+01,-0.13593E+03, 0.78482E+02, 0.24521E+03, 0.14805E+03,-0.25259E+00,-0.77309E-01, 0.14898E+01
 0.45000E+00, 0.18000E+01,-0.14655E+02, 0.57018E+02, 0.80303E+02, 0.62876E+02,-0.40485E+00,-0.20719E-01, 0.63118E+00
 0.50000E+00, 0.18000E+01, 0.69530E+01, 0.46721E+02, 0.45991E+02, 0.41780E+02,-0.28534E+00, 0.31533E-01, 0.71400E+00
 0.55000E+00, 0.18000E+01, 0.48767E+01, 0.40437E+02, 0.33888E+02, 0.34292E+02,-0.15157E+00, 0.92079E-03, 0.39622E+00
 0.60000E+00, 0.18000E+01, 0.39815E+01, 0.35454E+02, 0.30377E+02, 0.28986E+02,-0.20125E+00,-0.29608E-01, 0.35055E+00
 0.65000E+00, 0.18000E+01, 0.32573E+01, 0.31460E+02, 0.26024E+02, 0.25090E+02,-0.13501E+00,-0.37767E-01, 0.23819E+00
 0.70000E+00, 0.18000E+01, 0.28794E+01, 0.28275E+02, 0.24767E+02, 0.23988E+02,-0.16545E+00,-0.42634E-01, 0.20928E+00
 0.75000E+00, 0.18000E+01, 0.26051E+01, 0.25742E+02, 0.23876E+02, 0.23191E+02,-0.14575E+00,-0.13111E-01, 0.17952E+00
 0.80000E+00, 0.18000E+01, 0.23861E+01, 0.23702E+02, 0.22824E+02, 0.22503E+02,-0.15509E+00, 0.66986E-02, 0.11843E+00
 0.85000E+00, 0.18000E+01, 0.22044E+01, 0.22017E+02, 0.22281E+02, 0.21909E+02,-0.13743E+00, 0.32957E-02, 0.69498E-01
 0.90000E+00, 0.18000E+01, 0.20501E+01, 0.20581E+02, 0.21603E+02, 0.21353E+02,-0.12232E+00, 0.18018E-01, 0.57171E-01
 0.95000E+00, 0.18000E+01, 0.19144E+01, 0.19319E+02, 0.21047E+02, 0.20784E+02,-0.93844E-01,-0.65458E-02, 0.51293E-01
 0.10000E+01, 0.18000E+01, 0.17929E+01, 0.18184E+02, 0.20322E+02, 0.20483E+02,-0.11818E+00,-0.14473E-01, 0.23277E-01
-0.10000E+01, 0.18500E+01, 0.00000E+00, 0.16751E+01, 0.20000E+02, 0.20314E+02, 0.12468E+00, 0.98802E-01,-0.14640E-01
-0.95000E+00, 0.18500E+01, 0.19804E+01, 0.19910E+02, 0.20303E+02, 0.20661E+02, 0.14343E+00, 0.80686E-01, 0.26349E-01
-0.90000E+00, 0.18500E+01, 0.21007E+01, 0.21031E+02, 0.20927E+02, 0.21494E+02, 0.90893E-01, 0.10080E-01, 0.57456E-01
-0.85000E+00, 0.18500E+01, 0.22285E+01, 0.22235E+02, 0.22091E+02, 0.22447E+02, 0.11522E+00,-0.24660E-01, 0.11893E+00
-0.80000E+00, 0.18500E+01, 0.23714E+01, 0.23577E+02, 0.23271E+02, 0.23403E+02, 0.14224E+00,-0.31199E-01, 0.16274E+00
-0.75000E+00, 0.18500E+01, 0.25400E+01, 0.25154E+02, 0.24317E+02, 0.24280E+02, 0.15164E+00,-0.10218E-01, 0.23157E+00
-0.70000E+00, 0.18500E+01, 0.27504E+01, 0.27108E+02, 0.25070E+02, 0.25086E+02, 0.16337E+00,-0.62094E-02, 0.25360E+00
-0.65000E+00, 0.18500E+01, 0.30212E+01, 0.29615E+02, 0.25784E+02, 0.25963E+02, 0.13869E+00,-0.50227E-02, 0.33587E+00
-0.60000E+00, 0.18500E+01, 0.33722E+01, 0.32822E+02, 0.26585E+02, 0.27167E+02, 0.14685E+00, 0.67416E-01, 0.43577E+00
-0.55000E+00, 0.18500E+01, 0.38545E+01, 0.36744E+02, 0.28087E+02, 0.30840E+02, 0.14845E+00, 0.22417E-01, 0.43123E+00
-0.50000E+00, 0.18500E+01, 0.49268E+01, 0.41215E+02, 0.35012E+02, 0.46261E+02, 0.31834E+00,-0.39916E-02, 0.83535E+00
-0.45000E+00, 0.18500E+01, 0.76862E+01, 0.46306E+02, 0.62099E+02, 0.77093E+02, 0.44169E+00,-0.65720E-02, 0.70538E+00
-0.40000E+00, 0.18500E+01,-0.14502E+02, 0.54748E+02, 0.10480E+03, 0.17961E+03, 0.32120E+00, 0.37654E-01, 0.18472E+01
-0.35000E+00, 0.18500E+01,-0.60512E+02, 0.70066E+02, 0.29244E+03, 0.45983E+03, 0.76388E+00, 0.10481E+00, 0.45911E+01
-0.30000E+00, 0.18500E+01,-0.28298E+03, 0.93529E+02, 0.67411E+03, 0.66726E+03, 0.85941E+00, 0.54521E-01, 0.54028E+01
-0.25000E+00, 0.18500E+01,-0.17035E+03, 0.89151E+02, 0.67171E+03, 0.61716E+03, 0.59559E+00, 0.24409E-01, 0.43622E+01
-0.20000E+00, 0.18500E+01,-0.38964E+02, 0.79878E+02, 0.54272E+03, 0.48221E+03, 0.37043E+00, 0.10436E-01, 0.31049E+01
-0.15000E+00, 0.18500E+01, 0.43049E+02, 0.73729E+02, 0.39183E+03, 0.34515E+03, 0.15996E+00, 0.11326E-01, 0.20629E+01
-0.10000E+00, 0.18500E+01,-0.26429E+03, 0.91390E+02, 0.27279E+03, 0.22149E+03, 0.63104E-01,-0.51768E-02, 0.11183E+01
-0.50000E-01, 0.18500E+01,-0.19397E+02, 0.63264E+02, 0.15728E+03, 0.14548E+03,-0.42273E-01,-0.11318E-01, 0.68784E+00
 0.00000E+00, 0.18500E+01, 0.87414E+01, 0.54135E+02, 0.12609E+03, 0.12859E+03, 0.11350E-01,-0.10940E-02, 0.65407E+00
 0.50000E-01, 0.18500E+01, 0.82870E+01, 0.53773E+02, 0.12362E+03, 0.14033E+03, 0.59288E-01,-0.93619E-02, 0.68297E+00
 0.10000E+00, 0.18500E+01,-0.39077E+01, 0.62121E+02, 0.14311E+03, 0.21344E+03,-0.18991E-01,-0.10645E-02, 0.11014E+01
 0.15000E+00, 0.18500E+01,-0.92919E+02, 0.84684E+02, 0.24781E+03, 0.37793E+03,-0.20515E+00,-0.18360E-01, 0.21592E+01
 0.20000E+00, 0.18500E+01,-0.27373E+03, 0.90515E+02, 0.48290E+03, 0.49930E+03,-0.38153E+00,-0.40978E-01, 0.32205E+01
 0.25000E+00, 0.18500E+01,-0.55049E+01, 0.80829E+02, 0.50586E+03, 0.55922E+03,-0.53810E+00,-0.27903E-01, 0.40555E+01
 0.30000E+00, 0.18500E+01,-0.71604E+02, 0.87830E+02, 0.59475E+03, 0.57048E+03,-0.72718E+00,-0.18680E-01, 0.46809E+01
 0.35000E+00, 0.18500E+01,-0.76205E+03, 0.11974E+03, 0.56419E+03, 0.36802E+03,-0.51322E+00,-0.30995E-01, 0.36776E+01
 0.40000E+00, 0.18500E+01,-0.11152E+03, 0.75541E+02, 0.21908E+03, 0.13768E+03,-0.18196E+00,-0.26745E-01, 0.14735E+01
 0.45000E+00, 0.18500E+01,-0.74063E+01, 0.55195E+02, 0.78291E+02, 0.63252E+02,-0.35841E+00, 0.20835E-01, 0.73550E+00
 0.50000E+00, 0.18500E+01, 0.68507E+01, 0.45532E+02, 0.47091E+02, 0.43691E+02,-0.23836E+00,-0.13391E-01, 0.63838E+00
 0.55000E+00, 0.18500E+01, 0.51476E+01, 0.39382E+02, 0.38918E+02, 0.36476E+02,-0.12983E+00,-0.59213E-01, 0.33906E+00
 0.60000E+00, 0.18500E+01, 0.41645E+01, 0.34510E+02, 0.33660E+02, 0.29638E+02,-0.19472E+00,-0.38213E-01, 0.32971E+00
 0.65000E+00, 0.18500E+01, 0.31934E+01, 0.30610E+02, 0.26002E+02, 0.24962E+02,-0.11794E+00,-0.20685E-01, 0.21963E+00
 0.70000E+00, 0.18500E+01, 0.27968E+01, 0.27495E+02, 0.24409E+02, 0.23864E+02,-0.16456E+00,-0.17716E-01, 0.19857E+00
 0.75000E+00, 0.18500E+01, 0.25277E+01, 0.25019E+02, 0.23458E+02, 0.23112E+02,-0.15778E+00, 0.18050E-01, 0.15934E+00
 0.80000E+00, 0.18500E+01, 0.23137E+01, 0.23035E+02, 0.22794E+02, 0.22435E+02,-0.14596E+00, 0.32469E-01, 0.12158E+00
 0.85000E+00, 0.18500E+01, 0.21383E+01, 0.21407E+02, 0.22203E+02, 0.21810E+02,-0.16292E+00, 0.10312E-01, 0.68670E-01
 0.90000E+00, 0.18500E+01, 0.19899E+01, 0.20029E+02, 0.21725E+02, 0.21306E+02,-0.12761E+00, 0.37364E-02, 0.45253E-01
 0.95000E+00, 0.18500E+01, 0.18601E+01, 0.18824E+02, 0.21261E+02, 0.20811E+02,-0.95488E-01,-0.33277E-01, 0.50451E-01
 0.10000E+01, 0.18500E+01, 0.17437E+01, 0.17740E+02, 0.20711E+02, 0.20547E+02,-0.93088E-01,-0.51984E-01, 0.53633E-01
-0.10000E+01, 0.19000E+01, 0.00000E+00, 0.16751E+01, 0.20000E+02, 0.20363E+02, 0.13117E+00, 0.86777E-01,-0.44376E-01
-0.95000E+00, 0.19000E+01, 0.19032E+01, 0.19200E+02, 0.20353E+02, 0.20739E+02, 0.12168E+00, 0.72549E-01, 0.16929E-01
-0.90000E+00, 0.19000E+01, 0.20131E+01, 0.20227E+02, 0.21052E+02, 0.21528E+02, 0.98986E-01, 0.28366E-01, 0.36817E-01
-0.85000E+00, 0.19000E+01, 0.21316E+01, 0.21339E+02, 0.21918E+02, 0.22390E+02, 0.98181E-01,-0.14190E-02, 0.90866E-01
-0.80000E+00, 0.19000E+01, 0.22656E+01, 0.22600E+02, 0.23105E+02, 0.23308E+02, 0.13229E+00,-0.27974E-01, 0.15091E+00
-0.75000E+00, 0.19000E+01, 0.24276E+01, 0.24116E+02, 0.24185E+02, 0.24173E+02, 0.14939E+00,-0.13207E-01, 0.21674E+00
-0.70000E+00, 0.19000E+01, 0.26339E+01, 0.26034E+02, 0.24963E+02, 0.25035E+02, 0.16391E+00,-0.26655E-01, 0.26198E+00
-0.65000E+00, 0.19000E+01, 0.29018E+01, 0.28517E+02, 0.25774E+02, 0.25903E+02, 0.15188E+00,-0.33767E-01, 0.36024E+00
-0.60000E+00, 0.19000E+01, 0.32475E+01, 0.31686E+02, 0.26503E+02, 0.26915E+02, 0.16550E+00, 0.65390E-01, 0.46690E+00
-0.55000E+00, 0.19000E+01, 0.37025E+01, 0.35525E+02, 0.27689E+02, 0.29526E+02, 0.19683E+00, 0.10337E-01, 0.37356E+00
-0.50000E+00, 0.19000E+01, 0.45764E+01, 0.39864E+02, 0.32740E+02, 0.41297E+02, 0.28350E+00,-0.46302E-01, 0.74922E+00
