 X,Z, RADIATION LOSS, INTEGRATED INTENSITY, TEMPERATURE, TEMPERATURE, U-VELOCITY, V-VELOCITY, W-VELOCITY
 m,m, kW/m3, kW/m2, C, C, m/s, m/s, m/s
 0.10000E+01, 0.60000E+00, 0.15952E+01, 0.16362E+02, 0.20242E+02, 0.20336E+02,-0.13776E+00,-0.92653E-02, 0.34341E-01
-0.10000E+01, 0.65000E+00, 0.00000E+00, 0.16751E+01, 0.20000E+02, 0.20309E+02, 0.15888E+00,-0.10402E-02,-0.63369E-02
-0.95000E+00, 0.65000E+00, 0.22209E+01, 0.22122E+02, 0.20287E+02, 0.20622E+02, 0.14782E+00, 0.72553E-03,-0.90191E-02
-0.90000E+00, 0.65000E+00, 0.24115E+01, 0.23890E+02, 0.20858E+02, 0.21277E+02, 0.14551E+00, 0.73145E-03,-0.54547E-02
-0.85000E+00, 0.65000E+00, 0.26238E+01, 0.25858E+02, 0.21452E+02, 0.21995E+02, 0.13944E+00, 0.43605E-03,-0.28066E-02
-0.80000E+00, 0.65000E+00, 0.28554E+01, 0.28005E+02, 0.22130E+02, 0.22739E+02, 0.13462E+00, 0.12202E-02, 0.11570E-01
-0.75000E+00, 0.65000E+00, 0.31048E+01, 0.30317E+02, 0.22812E+02, 0.23412E+02, 0.12150E+00,-0.44842E-02, 0.39938E-01
-0.70000E+00, 0.65000E+00, 0.33680E+01, 0.32751E+02, 0.23376E+02, 0.24161E+02, 0.12377E+00, 0.10061E-01, 0.64201E-01
-0.65000E+00, 0.65000E+00, 0.36314E+01, 0.35176E+02, 0.24420E+02, 0.29554E+02, 0.10464E+00, 0.14631E-01, 0.95177E-01
-0.60000E+00, 0.65000E+00, 0.39254E+01, 0.37259E+02, 0.37623E+02, 0.46218E+02, 0.93753E-01, 0.19314E-02, 0.22892E+00
-0.55000E+00, 0.65000E+00, 0.47932E+01, 0.47697E+02, 0.56906E+02, 0.71708E+02, 0.10001E+00,-0.63891E-02, 0.41564E+00
-0.50000E+00, 0.65000E+00, 0.81408E+01, 0.67553E+02, 0.80762E+02, 0.11836E+03, 0.55057E-01,-0.31467E-01, 0.56949E+00
-0.45000E+00, 0.65000E+00,-0.11610E+03, 0.10677E+03, 0.14589E+03, 0.22838E+03, 0.38515E-01, 0.16291E-01, 0.77997E+00
-0.40000E+00, 0.65000E+00,-0.58368E+03, 0.18490E+03, 0.26760E+03, 0.26006E+03, 0.89826E-01, 0.17398E-01, 0.11217E+01
-0.35000E+00, 0.65000E+00,-0.20060E+03, 0.24633E+03, 0.22235E+03, 0.24994E+03, 0.57207E-02,-0.77041E-02, 0.12696E+01
-0.30000E+00, 0.65000E+00,-0.14163E+03, 0.31924E+03, 0.29815E+03, 0.49753E+03, 0.46885E-01,-0.34367E-01, 0.16417E+01
-0.25000E+00, 0.65000E+00,-0.33156E+03, 0.47688E+03, 0.61727E+03, 0.58613E+03, 0.66766E-01, 0.89677E-03, 0.16022E+01
-0.20000E+00, 0.65000E+00,-0.71587E+03, 0.26216E+03, 0.40762E+03, 0.35690E+03, 0.79262E-01, 0.54593E-01, 0.11261E+01
-0.15000E+00, 0.65000E+00,-0.31089E+03, 0.17822E+03, 0.23583E+03, 0.20071E+03, 0.10145E+00,-0.41903E-01, 0.96776E+00
-0.10000E+00, 0.65000E+00,-0.41692E+02, 0.12827E+03, 0.13407E+03, 0.13304E+03, 0.75701E-01,-0.52786E-01, 0.65934E+00
-0.50000E-01, 0.65000E+00,-0.15884E+02, 0.10592E+03, 0.10840E+03, 0.11183E+03, 0.32700E-01, 0.11277E-02, 0.60303E+00
 0.00000E+00, 0.65000E+00,-0.93127E+00, 0.95087E+02, 0.10145E+03, 0.10660E+03,-0.10146E-01, 0.21613E-01, 0.62633E+00
 0.50000E-01, 0.65000E+00, 0.34094E+01, 0.92486E+02, 0.99496E+02, 0.10674E+03, 0.35360E-02, 0.17784E-01, 0.59418E+00
 0.10000E+00, 0.65000E+00,-0.84469E+00, 0.96161E+02, 0.10153E+03, 0.11260E+03,-0.33288E-01, 0.20600E-02, 0.62517E+00
 0.15000E+00, 0.65000E+00,-0.15472E+02, 0.10852E+03, 0.10842E+03, 0.13462E+03,-0.23681E-01, 0.74387E-02, 0.63642E+00
 0.20000E+00, 0.65000E+00,-0.37575E+02, 0.13402E+03, 0.13022E+03, 0.24973E+03,-0.50237E-01, 0.21761E-01, 0.92769E+00
 0.25000E+00, 0.65000E+00,-0.28935E+03, 0.19524E+03, 0.24312E+03, 0.54083E+03,-0.21560E+00, 0.70819E-01, 0.13108E+01
 0.30000E+00, 0.65000E+00,-0.10589E+04, 0.33292E+03, 0.54984E+03, 0.70584E+03, 0.41490E-03, 0.15061E-01, 0.18851E+01
 0.35000E+00, 0.65000E+00,-0.40705E+03, 0.40026E+03, 0.69054E+03, 0.66255E+03,-0.10576E-01,-0.91022E-01, 0.21801E+01
 0.40000E+00, 0.65000E+00,-0.24705E+03, 0.42090E+03, 0.56927E+03, 0.45691E+03,-0.39170E-01,-0.58103E-01, 0.12661E+01
 0.45000E+00, 0.65000E+00,-0.18196E+03, 0.16656E+03, 0.18377E+03, 0.18582E+03,-0.41556E-01,-0.96659E-02, 0.60125E+00
 0.50000E+00, 0.65000E+00,-0.24133E+02, 0.94768E+02, 0.94976E+02, 0.85613E+02,-0.74451E-01,-0.64442E-02, 0.51411E+00
 0.55000E+00, 0.65000E+00, 0.62258E+01, 0.60688E+02, 0.60726E+02, 0.55684E+02,-0.80032E-01,-0.13755E-01, 0.29041E+00
 0.60000E+00, 0.65000E+00, 0.42332E+01, 0.41855E+02, 0.46377E+02, 0.37374E+02,-0.96867E-01,-0.15671E-01, 0.16004E+00
 0.65000E+00, 0.65000E+00, 0.32303E+01, 0.31387E+02, 0.31276E+02, 0.26318E+02,-0.98668E-01,-0.24966E-01, 0.78831E-01
 0.70000E+00, 0.65000E+00, 0.29216E+01, 0.28631E+02, 0.23133E+02, 0.23181E+02,-0.11683E+00,-0.25159E-01, 0.61367E-01
 0.75000E+00, 0.65000E+00, 0.26509E+01, 0.26132E+02, 0.22504E+02, 0.22632E+02,-0.11831E+00,-0.23526E-01, 0.47166E-01
 0.80000E+00, 0.65000E+00, 0.24130E+01, 0.23936E+02, 0.22224E+02, 0.22153E+02,-0.12288E+00,-0.31125E-01, 0.34353E-01
 0.85000E+00, 0.65000E+00, 0.22053E+01, 0.22015E+02, 0.21861E+02, 0.21684E+02,-0.11607E+00,-0.36354E-01, 0.29035E-01
 0.90000E+00, 0.65000E+00, 0.20222E+01, 0.20321E+02, 0.21476E+02, 0.21198E+02,-0.11069E+00,-0.42393E-01, 0.31069E-01
 0.95000E+00, 0.65000E+00, 0.18598E+01, 0.18816E+02, 0.21011E+02, 0.20674E+02,-0.10100E+00,-0.47213E-01, 0.48715E-01
 0.10000E+01, 0.65000E+00, 0.17165E+01, 0.17485E+02, 0.20465E+02, 0.20400E+02,-0.10108E+00,-0.50456E-01, 0.65360E-01
-0.10000E+01, 0.70000E+00, 0.00000E+00, 0.16751E+01, 0.20000E+02, 0.20369E+02, 0.14344E+00,-0.54651E-01,-0.44182E-01
-0.95000E+00, 0.70000E+00, 0.24183E+01, 0.23940E+02, 0.20289E+02, 0.20732E+02, 0.14145E+00,-0.49382E-01,-0.42666E-01
-0.90000E+00, 0.70000E+00, 0.26565E+01, 0.26146E+02, 0.20882E+02, 0.21469E+02, 0.13089E+00,-0.44917E-01,-0.27109E-01
-0.85000E+00, 0.70000E+00, 0.29309E+01, 0.28687E+02, 0.21545E+02, 0.22254E+02, 0.13389E+00,-0.41013E-01,-0.11981E-01
-0.80000E+00, 0.70000E+00, 0.32452E+01, 0.31599E+02, 0.22382E+02, 0.23066E+02, 0.11949E+00,-0.29565E-01, 0.12256E-01
-0.75000E+00, 0.70000E+00, 0.36068E+01, 0.34945E+02, 0.23183E+02, 0.23865E+02, 0.12010E+00,-0.30291E-01, 0.41553E-01
-0.70000E+00, 0.70000E+00, 0.40255E+01, 0.38818E+02, 0.23965E+02, 0.24629E+02, 0.11314E+00,-0.21789E-01, 0.66396E-01
-0.65000E+00, 0.70000E+00, 0.45157E+01, 0.43332E+02, 0.24651E+02, 0.27397E+02, 0.10589E+00,-0.88964E-04, 0.11865E+00
-0.60000E+00, 0.70000E+00, 0.51328E+01, 0.48604E+02, 0.30069E+02, 0.45090E+02, 0.66116E-01, 0.81724E-02, 0.25029E+00
-0.55000E+00, 0.70000E+00, 0.55982E+01, 0.54880E+02, 0.57520E+02, 0.77444E+02, 0.45837E-01, 0.35390E-03, 0.48624E+00
-0.50000E+00, 0.70000E+00,-0.22011E+01, 0.78291E+02, 0.90992E+02, 0.14054E+03, 0.54302E-01,-0.23596E-01, 0.63074E+00
-0.45000E+00, 0.70000E+00,-0.12868E+03, 0.12574E+03, 0.16851E+03, 0.28812E+03, 0.29318E-01,-0.82729E-03, 0.98674E+00
-0.40000E+00, 0.70000E+00,-0.78083E+03, 0.22523E+03, 0.33108E+03, 0.32090E+03, 0.52084E-01,-0.97632E-02, 0.12519E+01
-0.35000E+00, 0.70000E+00,-0.17082E+03, 0.29362E+03, 0.24932E+03, 0.30615E+03,-0.42729E-01, 0.10109E-01, 0.14264E+01
-0.30000E+00, 0.70000E+00,-0.12399E+03, 0.40633E+03, 0.35883E+03, 0.60553E+03, 0.70128E-01, 0.19461E-01, 0.17800E+01
-0.25000E+00, 0.70000E+00,-0.28318E+03, 0.52963E+03, 0.77859E+03, 0.73058E+03, 0.16815E+00, 0.30149E-01, 0.17948E+01
-0.20000E+00, 0.70000E+00,-0.99732E+03, 0.31017E+03, 0.53265E+03, 0.46776E+03, 0.12103E+00, 0.69566E-01, 0.12412E+01
-0.15000E+00, 0.70000E+00,-0.33069E+03, 0.20544E+03, 0.29352E+03, 0.25033E+03, 0.63622E-01, 0.21672E-01, 0.77774E+00
-0.10000E+00, 0.70000E+00,-0.75486E+02, 0.14630E+03, 0.17946E+03, 0.15196E+03, 0.85890E-01, 0.20916E-01, 0.81587E+00
-0.50000E-01, 0.70000E+00,-0.21710E+02, 0.11930E+03, 0.12413E+03, 0.12282E+03, 0.30769E-01, 0.27717E-01, 0.74186E+00
 0.00000E+00, 0.70000E+00,-0.10753E+02, 0.10647E+03, 0.11138E+03, 0.11595E+03, 0.27694E-01, 0.18246E-01, 0.64486E+00
 0.50000E-01, 0.70000E+00,-0.39350E+01, 0.10352E+03, 0.10920E+03, 0.11608E+03,-0.14664E-01, 0.16696E-01, 0.66838E+00
 0.10000E+00, 0.70000E+00,-0.91981E+01, 0.10821E+03, 0.11130E+03, 0.12342E+03,-0.14964E-01, 0.20654E-01, 0.69130E+00
 0.15000E+00, 0.70000E+00,-0.21062E+02, 0.12324E+03, 0.12032E+03, 0.15807E+03,-0.22466E-01, 0.21479E-01, 0.79468E+00
 0.20000E+00, 0.70000E+00,-0.56486E+02, 0.15606E+03, 0.14771E+03, 0.31891E+03,-0.61185E-01, 0.58038E-02, 0.11200E+01
 0.25000E+00, 0.70000E+00,-0.43217E+03, 0.23654E+03, 0.35034E+03, 0.70084E+03,-0.98402E-01,-0.28373E-01, 0.16101E+01
 0.30000E+00, 0.70000E+00,-0.51958E+03, 0.44542E+03, 0.83251E+03, 0.88081E+03,-0.16674E+00,-0.86910E-01, 0.20177E+01
 0.35000E+00, 0.70000E+00,-0.35527E+03, 0.51252E+03, 0.80114E+03, 0.77082E+03, 0.40765E-01,-0.11667E+00, 0.21040E+01
 0.40000E+00, 0.70000E+00,-0.24557E+03, 0.46114E+03, 0.71086E+03, 0.53231E+03, 0.35317E-01,-0.75916E-01, 0.14989E+01
 0.45000E+00, 0.70000E+00,-0.27554E+03, 0.18997E+03, 0.29141E+03, 0.22380E+03,-0.93607E-01,-0.22464E-01, 0.77139E+00
 0.50000E+00, 0.70000E+00,-0.21532E+02, 0.10522E+03, 0.97676E+02, 0.91155E+02,-0.46874E-01, 0.11659E-02, 0.51035E+00
 0.55000E+00, 0.70000E+00, 0.70689E+01, 0.66640E+02, 0.65247E+02, 0.56815E+02,-0.68684E-01, 0.46289E-02, 0.33362E+00
 0.60000E+00, 0.70000E+00, 0.48303E+01, 0.45863E+02, 0.44308E+02, 0.35503E+02,-0.79291E-01,-0.98179E-02, 0.17064E+00
 0.65000E+00, 0.70000E+00, 0.40750E+01, 0.39197E+02, 0.26500E+02, 0.24959E+02,-0.89222E-01,-0.19422E-01, 0.93248E-01
 0.70000E+00, 0.70000E+00, 0.35198E+01, 0.34152E+02, 0.23621E+02, 0.23481E+02,-0.10901E+00,-0.19066E-01, 0.66211E-01
 0.75000E+00, 0.70000E+00, 0.30892E+01, 0.30179E+02, 0.23086E+02, 0.22871E+02,-0.12046E+00,-0.17427E-01, 0.48204E-01
 0.80000E+00, 0.70000E+00, 0.27434E+01, 0.26983E+02, 0.22471E+02, 0.22283E+02,-0.12603E+00,-0.19248E-01, 0.32989E-01
 0.85000E+00, 0.70000E+00, 0.24585E+01, 0.24347E+02, 0.21938E+02, 0.21745E+02,-0.13021E+00,-0.21913E-01, 0.23171E-01
 0.90000E+00, 0.70000E+00, 0.22184E+01, 0.22126E+02, 0.21404E+02, 0.21200E+02,-0.12627E+00,-0.24764E-01, 0.23035E-01
 0.95000E+00, 0.70000E+00, 0.20130E+01, 0.20223E+02, 0.20907E+02, 0.20648E+02,-0.12560E+00,-0.31879E-01, 0.27930E-01
 0.10000E+01, 0.70000E+00, 0.18368E+01, 0.18590E+02, 0.20387E+02, 0.20367E+02,-0.11054E+00,-0.36502E-01, 0.37395E-01
-0.10000E+01, 0.75000E+00, 0.00000E+00, 0.16751E+01, 0.20000E+02, 0.20456E+02, 0.11765E+00,-0.57375E-01,-0.28214E-01
-0.95000E+00, 0.75000E+00, 0.26086E+01, 0.25693E+02, 0.20377E+02, 0.20869E+02, 0.12880E+00,-0.55022E-01,-0.26946E-01
-0.90000E+00, 0.75000E+00, 0.28831E+01, 0.28238E+02, 0.21166E+02, 0.21684E+02, 0.11882E+00,-0.50765E-01,-0.18122E-01
-0.85000E+00, 0.75000E+00, 0.32033E+01, 0.31202E+02, 0.21917E+02, 0.22496E+02, 0.13126E+00,-0.51572E-01,-0.45384E-02
-0.80000E+00, 0.75000E+00, 0.35756E+01, 0.34648E+02, 0.22724E+02, 0.23315E+02, 0.11971E+00,-0.42893E-01, 0.20210E-01
-0.75000E+00, 0.75000E+00, 0.40109E+01, 0.38673E+02, 0.23521E+02, 0.24188E+02, 0.12178E+00,-0.39315E-01, 0.41340E-01
-0.70000E+00, 0.75000E+00, 0.45230E+01, 0.43407E+02, 0.24379E+02, 0.25055E+02, 0.11429E+00,-0.43853E-01, 0.70516E-01
-0.65000E+00, 0.75000E+00, 0.51298E+01, 0.49002E+02, 0.25115E+02, 0.26871E+02, 0.97016E-01,-0.19850E-01, 0.12359E+00
-0.60000E+00, 0.75000E+00, 0.58661E+01, 0.55555E+02, 0.27870E+02, 0.42744E+02, 0.91570E-01, 0.65008E-02, 0.28041E+00
-0.55000E+00, 0.75000E+00, 0.66763E+01, 0.63028E+02, 0.60544E+02, 0.80519E+02, 0.60660E-01, 0.19157E-02, 0.43528E+00
-0.50000E+00, 0.75000E+00,-0.17259E+02, 0.89181E+02, 0.10068E+03, 0.16871E+03, 0.44585E-01,-0.19070E-01, 0.64979E+00
-0.45000E+00, 0.75000E+00,-0.26729E+03, 0.14843E+03, 0.23418E+03, 0.35859E+03,-0.46365E-01, 0.21061E-01, 0.10860E+01
-0.40000E+00, 0.75000E+00,-0.97729E+03, 0.26928E+03, 0.42793E+03, 0.38882E+03, 0.12527E-01, 0.81139E-02, 0.14775E+01
-0.35000E+00, 0.75000E+00,-0.28711E+03, 0.34497E+03, 0.31212E+03, 0.38369E+03,-0.83217E-01,-0.12242E-01, 0.15798E+01
-0.30000E+00, 0.75000E+00,-0.11831E+03, 0.53210E+03, 0.44111E+03, 0.71960E+03, 0.16840E+00,-0.29074E-01, 0.20079E+01
-0.25000E+00, 0.75000E+00,-0.24533E+03, 0.54888E+03, 0.87957E+03, 0.86456E+03, 0.15786E+00,-0.45792E-01, 0.21251E+01
-0.20000E+00, 0.75000E+00,-0.14669E+04, 0.34417E+03, 0.68255E+03, 0.58758E+03, 0.17752E+00, 0.17790E-02, 0.16848E+01
-0.15000E+00, 0.75000E+00,-0.64174E+03, 0.23157E+03, 0.39595E+03, 0.30893E+03, 0.91656E-01,-0.10538E-01, 0.12678E+01
-0.10000E+00, 0.75000E+00,-0.85155E+02, 0.15696E+03, 0.19057E+03, 0.17321E+03, 0.54689E-01,-0.43673E-02, 0.79273E+00
-0.50000E-01, 0.75000E+00,-0.25436E+02, 0.12621E+03, 0.13483E+03, 0.13297E+03, 0.39947E-01, 0.20776E-01, 0.69915E+00
 0.00000E+00, 0.75000E+00,-0.15951E+02, 0.11199E+03, 0.12054E+03, 0.12409E+03, 0.57043E-02, 0.10132E-01, 0.74441E+00
 0.50000E-01, 0.75000E+00,-0.92689E+01, 0.10819E+03, 0.11751E+03, 0.12420E+03,-0.52563E-02,-0.13971E-01, 0.72772E+00
 0.10000E+00, 0.75000E+00,-0.13782E+02, 0.11290E+03, 0.12009E+03, 0.13298E+03,-0.23017E-02,-0.27929E-01, 0.73568E+00
 0.15000E+00, 0.75000E+00,-0.25066E+02, 0.12840E+03, 0.13132E+03, 0.18161E+03,-0.23261E-01,-0.24372E-01, 0.83226E+00
 0.20000E+00, 0.75000E+00,-0.12690E+03, 0.16464E+03, 0.19997E+03, 0.37568E+03, 0.28789E-03, 0.17692E-01, 0.12234E+01
 0.25000E+00, 0.75000E+00,-0.62239E+03, 0.24888E+03, 0.46600E+03, 0.76892E+03, 0.32476E-01, 0.61834E-01, 0.17460E+01
 0.30000E+00, 0.75000E+00,-0.43169E+03, 0.42331E+03, 0.10033E+04, 0.98936E+03,-0.19717E+00, 0.10817E+00, 0.23094E+01
 0.35000E+00, 0.75000E+00,-0.32103E+03, 0.50506E+03, 0.10372E+04, 0.90410E+03,-0.48016E-01, 0.26040E-01, 0.25494E+01
 0.40000E+00, 0.75000E+00,-0.23611E+03, 0.47228E+03, 0.80128E+03, 0.61625E+03,-0.74147E-02,-0.54112E-01, 0.17480E+01
 0.45000E+00, 0.75000E+00,-0.32823E+03, 0.19552E+03, 0.30280E+03, 0.25962E+03,-0.34800E-01, 0.11215E-01, 0.89733E+00
 0.50000E+00, 0.75000E+00,-0.24729E+02, 0.10762E+03, 0.10989E+03, 0.98956E+02,-0.18300E-01, 0.30094E-01, 0.56990E+00
 0.55000E+00, 0.75000E+00, 0.73357E+01, 0.68204E+02, 0.67755E+02, 0.57540E+02,-0.47329E-01, 0.76805E-02, 0.34323E+00
 0.60000E+00, 0.75000E+00, 0.51381E+01, 0.48069E+02, 0.44397E+02, 0.34111E+02,-0.72278E-01,-0.15248E-01, 0.20398E+00
 0.65000E+00, 0.75000E+00, 0.43450E+01, 0.41743E+02, 0.25238E+02, 0.24719E+02,-0.84709E-01,-0.22378E-01, 0.11857E+00
 0.70000E+00, 0.75000E+00, 0.37780E+01, 0.36535E+02, 0.23822E+02, 0.23700E+02,-0.10818E+00,-0.16639E-01, 0.95577E-01
 0.75000E+00, 0.75000E+00, 0.33173E+01, 0.32284E+02, 0.23287E+02, 0.23086E+02,-0.11790E+00,-0.74757E-02, 0.79624E-01
 0.80000E+00, 0.75000E+00, 0.29402E+01, 0.28799E+02, 0.22682E+02, 0.22492E+02,-0.11439E+00,-0.48701E-02, 0.58632E-01
 0.85000E+00, 0.75000E+00, 0.26262E+01, 0.25897E+02, 0.22160E+02, 0.21908E+02,-0.11809E+00,-0.48676E-02, 0.34747E-01
 0.90000E+00, 0.75000E+00, 0.23606E+01, 0.23439E+02, 0.21612E+02, 0.21285E+02,-0.12253E+00,-0.25409E-02, 0.23797E-01
 0.95000E+00, 0.75000E+00, 0.21335E+01, 0.21335E+02, 0.21023E+02, 0.20657E+02,-0.12541E+00,-0.42588E-02, 0.17683E-01
 0.10000E+01, 0.75000E+00, 0.19390E+01, 0.19530E+02, 0.20379E+02, 0.20343E+02,-0.12675E+00,-0.71156E-02, 0.17620E-01
-0.10000E+01, 0.80000E+00, 0.00000E+00, 0.16751E+01, 0.20000E+02, 0.20510E+02, 0.10671E+00, 0.87326E-02, 0.24592E-02
-0.95000E+00, 0.80000E+00, 0.28049E+01, 0.27502E+02, 0.20468E+02, 0.20954E+02, 0.12334E+00, 0.71941E-02, 0.56361E-02
-0.90000E+00, 0.80000E+00, 0.31187E+01, 0.30410E+02, 0.21325E+02, 0.21830E+02, 0.11639E+00, 0.11215E-01, 0.14118E-01
-0.85000E+00, 0.80000E+00, 0.34900E+01, 0.33847E+02, 0.22151E+02, 0.22692E+02, 0.12831E+00, 0.64977E-02, 0.23724E-01
-0.80000E+00, 0.80000E+00, 0.39306E+01, 0.37921E+02, 0.22972E+02, 0.23551E+02, 0.12216E+00, 0.97393E-02, 0.49060E-01
-0.75000E+00, 0.80000E+00, 0.44590E+01, 0.42805E+02, 0.23822E+02, 0.24478E+02, 0.12037E+00, 0.93784E-02, 0.73292E-01
-0.70000E+00, 0.80000E+00, 0.51027E+01, 0.48751E+02, 0.24767E+02, 0.25420E+02, 0.11517E+00,-0.21155E-01, 0.10878E+00
-0.65000E+00, 0.80000E+00, 0.59042E+01, 0.56138E+02, 0.25565E+02, 0.27250E+02, 0.95800E-01,-0.20552E-01, 0.13033E+00
-0.60000E+00, 0.80000E+00, 0.69547E+01, 0.65540E+02, 0.28024E+02, 0.40897E+02, 0.82333E-01,-0.22352E-02, 0.29259E+00
-0.55000E+00, 0.80000E+00, 0.81582E+01, 0.77929E+02, 0.51639E+02, 0.85969E+02, 0.33919E-01, 0.37659E-02, 0.59077E+00
-0.50000E+00, 0.80000E+00,-0.21918E+02, 0.96873E+02, 0.11070E+03, 0.21324E+03,-0.25321E-01, 0.33928E-02, 0.87685E+00
-0.45000E+00, 0.80000E+00,-0.28992E+03, 0.16320E+03, 0.27459E+03, 0.46604E+03,-0.15109E+00, 0.73661E-02, 0.14059E+01
-0.40000E+00, 0.80000E+00,-0.10035E+04, 0.31144E+03, 0.51759E+03, 0.48972E+03, 0.24730E-01,-0.23765E-01, 0.16261E+01
-0.35000E+00, 0.80000E+00,-0.24124E+03, 0.38098E+03, 0.35335E+03, 0.48790E+03,-0.50860E-01,-0.17085E-01, 0.17163E+01
-0.30000E+00, 0.80000E+00,-0.12503E+03, 0.55953E+03, 0.56616E+03, 0.81587E+03, 0.26982E+00,-0.41012E-01, 0.21013E+01
-0.25000E+00, 0.80000E+00,-0.16333E+03, 0.47122E+03, 0.98309E+03, 0.93171E+03, 0.24272E+00,-0.38496E-01, 0.21752E+01
-0.20000E+00, 0.80000E+00,-0.11529E+04, 0.32092E+03, 0.82590E+03, 0.66829E+03, 0.20598E-01, 0.42758E-01, 0.17735E+01
-0.15000E+00, 0.80000E+00,-0.68444E+03, 0.22966E+03, 0.48202E+03, 0.35900E+03, 0.10319E+00,-0.18571E-02, 0.12771E+01
-0.10000E+00, 0.80000E+00,-0.12025E+03, 0.15631E+03, 0.24486E+03, 0.19248E+03, 0.75435E-01,-0.33121E-01, 0.10268E+01
-0.50000E-01, 0.80000E+00,-0.28469E+02, 0.12491E+03, 0.14902E+03, 0.14174E+03, 0.38492E-01,-0.40920E-03, 0.84542E+00
 0.00000E+00, 0.80000E+00,-0.15883E+02, 0.11038E+03, 0.12815E+03, 0.13083E+03, 0.73495E-02, 0.52990E-03, 0.73069E+00
 0.50000E-01, 0.80000E+00,-0.77921E+01, 0.10615E+03, 0.12459E+03, 0.13097E+03,-0.34130E-02, 0.19880E-02, 0.71598E+00
 0.10000E+00, 0.80000E+00,-0.14063E+02, 0.11011E+03, 0.12798E+03, 0.14137E+03, 0.59052E-02, 0.16292E-01, 0.78901E+00
 0.15000E+00, 0.80000E+00,-0.26811E+02, 0.12375E+03, 0.14135E+03, 0.20063E+03, 0.13664E-01, 0.45828E-01, 0.92676E+00
 0.20000E+00, 0.80000E+00,-0.11136E+03, 0.15670E+03, 0.20541E+03, 0.40853E+03, 0.49530E-01, 0.29870E-01, 0.12838E+01
 0.25000E+00, 0.80000E+00,-0.66008E+03, 0.22989E+03, 0.49180E+03, 0.76398E+03, 0.13654E+00, 0.25821E-01, 0.19846E+01
 0.30000E+00, 0.80000E+00,-0.35491E+03, 0.32266E+03, 0.95788E+03, 0.99398E+03,-0.19189E+00, 0.31419E-01, 0.23860E+01
 0.35000E+00, 0.80000E+00,-0.51113E+03, 0.39773E+03, 0.10520E+04, 0.99369E+03,-0.15389E+00,-0.62954E-01, 0.23440E+01
 0.40000E+00, 0.80000E+00,-0.24364E+03, 0.45196E+03, 0.98470E+03, 0.69752E+03,-0.53203E-01,-0.55266E-01, 0.17780E+01
 0.45000E+00, 0.80000E+00,-0.35751E+03, 0.18804E+03, 0.40159E+03, 0.28428E+03,-0.46951E-01, 0.25732E-01, 0.94730E+00
 0.50000E+00, 0.80000E+00,-0.25663E+02, 0.10313E+03, 0.12037E+03, 0.10439E+03,-0.12832E-01, 0.20500E-01, 0.56928E+00
 0.55000E+00, 0.80000E+00, 0.72343E+01, 0.66064E+02, 0.71743E+02, 0.55799E+02,-0.57931E-01,-0.94200E-02, 0.40834E+00
 0.60000E+00, 0.80000E+00, 0.58077E+01, 0.54328E+02, 0.39479E+02, 0.31648E+02,-0.79741E-01,-0.12223E-01, 0.22736E+00
 0.65000E+00, 0.80000E+00, 0.48054E+01, 0.45996E+02, 0.25342E+02, 0.24841E+02,-0.88522E-01, 0.40288E-02, 0.13198E+00
 0.70000E+00, 0.80000E+00, 0.41186E+01, 0.39677E+02, 0.24096E+02, 0.23935E+02,-0.10074E+00, 0.24632E-01, 0.10890E+00
 0.75000E+00, 0.80000E+00, 0.35837E+01, 0.34741E+02, 0.23547E+02, 0.23300E+02,-0.11294E+00, 0.39122E-01, 0.70136E-01
 0.80000E+00, 0.80000E+00, 0.31557E+01, 0.30788E+02, 0.22928E+02, 0.22649E+02,-0.11119E+00, 0.36095E-01, 0.44682E-01
 0.85000E+00, 0.80000E+00, 0.28046E+01, 0.27543E+02, 0.22352E+02, 0.22008E+02,-0.11317E+00, 0.37378E-01, 0.32046E-01
 0.90000E+00, 0.80000E+00, 0.25112E+01, 0.24826E+02, 0.21678E+02, 0.21345E+02,-0.11968E+00, 0.40986E-01, 0.21341E-01
 0.95000E+00, 0.80000E+00, 0.22625E+01, 0.22522E+02, 0.20984E+02, 0.20679E+02,-0.12391E+00, 0.38956E-01, 0.17956E-01
 0.10000E+01, 0.80000E+00, 0.20508E+01, 0.20558E+02, 0.20331E+02, 0.20347E+02,-0.12778E+00, 0.38533E-01, 0.26324E-01
-0.10000E+01, 0.85000E+00, 0.00000E+00, 0.16751E+01, 0.20000E+02, 0.20529E+02, 0.11012E+00, 0.28990E-01, 0.32350E-01
-0.95000E+00, 0.85000E+00, 0.29483E+01, 0.28823E+02, 0.20536E+02, 0.20983E+02, 0.12136E+00, 0.20805E-01, 0.29294E-01
-0.90000E+00, 0.85000E+00, 0.32880E+01, 0.31971E+02, 0.21442E+02, 0.21889E+02, 0.11805E+00, 0.22076E-01, 0.36256E-01
-0.85000E+00, 0.85000E+00, 0.36926E+01, 0.35715E+02, 0.22327E+02, 0.22793E+02, 0.12213E+00, 0.19730E-01, 0.48522E-01
-0.80000E+00, 0.85000E+00, 0.41768E+01, 0.40192E+02, 0.23198E+02, 0.23707E+02, 0.12037E+00, 0.23278E-01, 0.67956E-01
-0.75000E+00, 0.85000E+00, 0.47625E+01, 0.45605E+02, 0.24096E+02, 0.24699E+02, 0.11588E+00, 0.31189E-01, 0.83352E-01
